SourceData,TagID,SiteID,NowDis,State,CreateTimeStr,Sn,Azimuth,Elevation,
FF FF FF FF 00 25 00 85 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 37 00 00 00 00 36,3851,3851,97,4660,2026-04-09 13:23:32.345,55,233,-46,
FF FF FF FF 00 25 00 86 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E8 FF D2 12 34 00 38 00 00 00 00 3B,3851,3851,97,4660,2026-04-09 13:23:32.376,56,232,-46,
FF FF FF FF 00 25 00 87 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E8 FF D2 12 34 00 39 00 00 00 00 38,3851,3851,98,4660,2026-04-09 13:23:32.391,57,232,-46,
FF FF FF FF 00 25 00 88 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E8 FF D2 12 34 00 3A 00 00 00 00 34,3851,3851,98,4660,2026-04-09 13:23:32.423,58,232,-46,
FF FF FF FF 00 25 00 89 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D1 12 34 00 3B 00 00 00 00 36,3851,3851,98,4660,2026-04-09 13:23:32.469,59,233,-47,
FF FF FF FF 00 25 00 8A 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D1 12 34 00 3C 00 00 00 00 31,3851,3851,97,4660,2026-04-09 13:23:32.500,60,233,-47,
FF FF FF FF 00 25 00 8B 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D1 12 34 00 3D 00 00 00 00 31,3851,3851,97,4660,2026-04-09 13:23:32.516,61,233,-47,
FF FF FF FF 00 25 00 8C 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 3E 00 00 00 00 35,3851,3851,98,4660,2026-04-09 13:23:32.547,62,233,-46,
FF FF FF FF 00 25 00 8D 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 E9 FF D2 12 34 00 3F 00 00 00 00 35,3851,3851,98,4660,2026-04-09 13:23:32.578,63,233,-46,
FF FF FF FF 00 25 00 8E 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 40 00 00 00 00 4A,3851,3851,97,4660,2026-04-09 13:23:32.594,64,233,-46,
FF FF FF FF 00 25 00 8F 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D2 12 34 00 41 00 00 00 00 4A,3851,3851,97,4660,2026-04-09 13:23:32.626,65,233,-46,
FF FF FF FF 00 25 00 90 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 62 00 EA FF D2 12 34 00 42 00 00 00 00 56,3851,3851,98,4660,2026-04-09 13:23:32.641,66,234,-46,
FF FF FF FF 00 25 00 91 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D2 12 34 00 43 00 00 00 00 55,3851,3851,97,4660,2026-04-09 13:23:32.673,67,234,-46,
FF FF FF FF 00 25 00 92 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D2 12 34 00 44 00 00 00 00 51,3851,3851,97,4660,2026-04-09 13:23:32.719,68,234,-46,
FF FF FF FF 00 25 00 93 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D2 12 34 00 45 00 00 00 00 51,3851,3851,97,4660,2026-04-09 13:23:32.750,69,234,-46,
FF FF FF FF 00 25 00 94 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D2 12 34 00 46 00 00 00 00 55,3851,3851,97,4660,2026-04-09 13:23:32.765,70,234,-46,
FF FF FF FF 00 25 00 95 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D1 12 34 00 47 00 00 00 00 56,3851,3851,97,4660,2026-04-09 13:23:32.797,71,234,-47,
FF FF FF FF 00 25 00 96 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D1 12 34 00 48 00 00 00 00 59,3851,3851,97,4660,2026-04-09 13:23:32.828,72,233,-47,
FF FF FF FF 00 25 00 97 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D1 12 34 00 49 00 00 00 00 5A,3851,3851,97,4660,2026-04-09 13:23:32.843,73,234,-47,
FF FF FF FF 00 25 00 98 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D1 12 34 00 4A 00 00 00 00 55,3851,3851,97,4660,2026-04-09 13:23:32.874,74,233,-47,
FF FF FF FF 00 25 00 99 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D1 12 34 00 4B 00 00 00 00 55,3851,3851,97,4660,2026-04-09 13:23:32.890,75,233,-47,
FF FF FF FF 00 25 00 9A 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF D1 12 34 00 4C 00 00 00 00 50,3851,3851,96,4660,2026-04-09 13:23:32.921,76,233,-47,
FF FF FF FF 00 25 00 9B 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF D0 12 34 00 4D 00 00 00 00 50,3851,3851,97,4660,2026-04-09 13:23:32.952,77,233,-48,
FF FF FF FF 00 25 00 9C 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF D0 12 34 00 4E 00 00 00 00 56,3851,3851,96,4660,2026-04-09 13:23:32.967,78,234,-48,
